Region/Country/Area,,Year,Series,Value
292,Gibraltar,2005,Emissions (thousand metric tons of carbon dioxide),409
292,Gibraltar,2010,Emissions (thousand metric tons of carbon dioxide),479
292,Gibraltar,2015,Emissions (thousand metric tons of carbon dioxide),592
292,Gibraltar,2019,Emissions (thousand metric tons of carbon dioxide),723
292,Gibraltar,2020,Emissions (thousand metric tons of carbon dioxide),643
292,Gibraltar,2021,Emissions (thousand metric tons of carbon dioxide),651
292,Gibraltar,1975,Emissions per capita (Kilograms of carbon dioxide),3.5
292,Gibraltar,1985,Emissions per capita (Kilograms of carbon dioxide),1.6
292,Gibraltar,2005,Emissions per capita (Kilograms of carbon dioxide),14
292,Gibraltar,2010,Emissions per capita (Kilograms of carbon dioxide),15.3
292,Gibraltar,2015,Emissions per capita (Kilograms of carbon dioxide),18.2
292,Gibraltar,2019,Emissions per capita (Kilograms of carbon dioxide),22.1
292,Gibraltar,2020,Emissions per capita (Kilograms of carbon dioxide),19.7
292,Gibraltar,2021,Emissions per capita (Kilograms of carbon dioxide),19.9
300,Greece,1975,Emissions (thousand metric tons of carbon dioxide),"35,365"
300,Greece,1985,Emissions (thousand metric tons of carbon dioxide),"54,502"
300,Greece,2005,Emissions (thousand metric tons of carbon dioxide),"92,220"
300,Greece,2010,Emissions (thousand metric tons of carbon dioxide),"79,547"
300,Greece,2015,Emissions (thousand metric tons of carbon dioxide),"61,566"
300,Greece,2019,Emissions (thousand metric tons of carbon dioxide),"53,478"
300,Greece,2020,Emissions (thousand metric tons of carbon dioxide),"44,796"
300,Greece,2021,Emissions (thousand metric tons of carbon dioxide),"46,355"
300,Greece,1975,Emissions per capita (Kilograms of carbon dioxide),3.9
300,Greece,1985,Emissions per capita (Kilograms of carbon dioxide),5.5
300,Greece,2005,Emissions per capita (Kilograms of carbon dioxide),8.3
300,Greece,2010,Emissions per capita (Kilograms of carbon dioxide),7.2
300,Greece,2015,Emissions per capita (Kilograms of carbon dioxide),5.7
300,Greece,2019,Emissions per capita (Kilograms of carbon dioxide),5.1
300,Greece,2020,Emissions per capita (Kilograms of carbon dioxide),4.3
300,Greece,2021,Emissions per capita (Kilograms of carbon dioxide),4.4
304,Greenland,1975,Emissions (thousand metric tons of carbon dioxide),524
304,Greenland,1985,Emissions (thousand metric tons of carbon dioxide),528
304,Greenland,2005,Emissions (thousand metric tons of carbon dioxide),631
304,Greenland,2010,Emissions (thousand metric tons of carbon dioxide),688
304,Greenland,2015,Emissions (thousand metric tons of carbon dioxide),516
304,Greenland,2019,Emissions (thousand metric tons of carbon dioxide),583
304,Greenland,2020,Emissions (thousand metric tons of carbon dioxide),559
304,Greenland,2021,Emissions (thousand metric tons of carbon dioxide),569
304,Greenland,1975,Emissions per capita (Kilograms of carbon dioxide),10.6
304,Greenland,1985,Emissions per capita (Kilograms of carbon dioxide),9.9
304,Greenland,2005,Emissions per capita (Kilograms of carbon dioxide),11.1
304,Greenland,2010,Emissions per capita (Kilograms of carbon dioxide),12.2
304,Greenland,2015,Emissions per capita (Kilograms of carbon dioxide),9.2
304,Greenland,2019,Emissions per capita (Kilograms of carbon dioxide),10.4
304,Greenland,2020,Emissions per capita (Kilograms of carbon dioxide),10
304,Greenland,2021,Emissions per capita (Kilograms of carbon dioxide),10.1
308,Grenada,1975,Emissions (thousand metric tons of carbon dioxide),47
308,Grenada,1985,Emissions (thousand metric tons of carbon dioxide),63
308,Grenada,2005,Emissions (thousand metric tons of carbon dioxide),221
308,Grenada,2010,Emissions (thousand metric tons of carbon dioxide),263
308,Grenada,2015,Emissions (thousand metric tons of carbon dioxide),268
308,Grenada,2019,Emissions (thousand metric tons of carbon dioxide),343
308,Grenada,2020,Emissions (thousand metric tons of carbon dioxide),296
308,Grenada,2021,Emissions (thousand metric tons of carbon dioxide),318
308,Grenada,1975,Emissions per capita (Kilograms of carbon dioxide),0.5
308,Grenada,1985,Emissions per capita (Kilograms of carbon dioxide),0.6
308,Grenada,2005,Emissions per capita (Kilograms of carbon dioxide),2
308,Grenada,2010,Emissions per capita (Kilograms of carbon dioxide),2.3
308,Grenada,2015,Emissions per capita (Kilograms of carbon dioxide),2.3
308,Grenada,2019,Emissions per capita (Kilograms of carbon dioxide),2.8
308,Grenada,2020,Emissions per capita (Kilograms of carbon dioxide),2.4
308,Grenada,2021,Emissions per capita (Kilograms of carbon dioxide),2.6
312,Guadeloupe,1975,Emissions (thousand metric tons of carbon dioxide),407
312,Guadeloupe,1985,Emissions (thousand metric tons of carbon dioxide),819
312,Guadeloupe,2005,Emissions (thousand metric tons of carbon dioxide),"2,105"
312,Guadeloupe,2010,Emissions (thousand metric tons of carbon dioxide),"2,250"
312,Guadeloupe,1975,Emissions per capita (Kilograms of carbon dioxide),1.2
312,Guadeloupe,1985,Emissions per capita (Kilograms of carbon dioxide),2.3
312,Guadeloupe,2005,Emissions per capita (Kilograms of carbon dioxide),5.2
312,Guadeloupe,2010,Emissions per capita (Kilograms of carbon dioxide),5.6
320,Guatemala,1975,Emissions (thousand metric tons of carbon dioxide),"3,359"
320,Guatemala,1985,Emissions (thousand metric tons of carbon dioxide),"3,291"
320,Guatemala,2005,Emissions (thousand metric tons of carbon dioxide),"11,173"
320,Guatemala,2010,Emissions (thousand metric tons of carbon dioxide),"10,205"
320,Guatemala,2015,Emissions (thousand metric tons of carbon dioxide),"14,817"
320,Guatemala,2019,Emissions (thousand metric tons of carbon dioxide),"18,458"
320,Guatemala,2020,Emissions (thousand metric tons of carbon dioxide),"16,110"
320,Guatemala,2021,Emissions (thousand metric tons of carbon dioxide),"18,765"
320,Guatemala,1975,Emissions per capita (Kilograms of carbon dioxide),0.5
320,Guatemala,1985,Emissions per capita (Kilograms of carbon dioxide),0.4
320,Guatemala,2005,Emissions per capita (Kilograms of carbon dioxide),0.9
320,Guatemala,2010,Emissions per capita (Kilograms of carbon dioxide),0.7
320,Guatemala,2015,Emissions per capita (Kilograms of carbon dioxide),0.9
320,Guatemala,2019,Emissions per capita (Kilograms of carbon dioxide),1.1
320,Guatemala,2020,Emissions per capita (Kilograms of carbon dioxide),0.9
320,Guatemala,2021,Emissions per capita (Kilograms of carbon dioxide),1.1
324,Guinea,1975,Emissions (thousand metric tons of carbon dioxide),859
324,Guinea,1985,Emissions (thousand metric tons of carbon dioxide),"1,012"
324,Guinea,2005,Emissions (thousand metric tons of carbon dioxide),"1,865"
324,Guinea,2010,Emissions (thousand metric tons of carbon dioxide),"2,536"
324,Guinea,2015,Emissions (thousand metric tons of carbon dioxide),"2,506"
324,Guinea,2019,Emissions (thousand metric tons of carbon dioxide),"4,009"
324,Guinea,2020,Emissions (thousand metric tons of carbon dioxide),"4,601"
324,Guinea,2021,Emissions (thousand metric tons of carbon dioxide),"4,225"
324,Guinea,1975,Emissions per capita (Kilograms of carbon dioxide),0.2
324,Guinea,1985,Emissions per capita (Kilograms of carbon dioxide),0.2
324,Guinea,2005,Emissions per capita (Kilograms of carbon dioxide),0.2
324,Guinea,2010,Emissions per capita (Kilograms of carbon dioxide),0.2
324,Guinea,2015,Emissions per capita (Kilograms of carbon dioxide),0.2
324,Guinea,2019,Emissions per capita (Kilograms of carbon dioxide),0.3
324,Guinea,2020,Emissions per capita (Kilograms of carbon dioxide),0.3
324,Guinea,2021,Emissions per capita (Kilograms of carbon dioxide),0.3
624,Guinea-Bissau,1975,Emissions (thousand metric tons of carbon dioxide),113
624,Guinea-Bissau,1985,Emissions (thousand metric tons of carbon dioxide),171
624,Guinea-Bissau,2005,Emissions (thousand metric tons of carbon dioxide),215
624,Guinea-Bissau,2010,Emissions (thousand metric tons of carbon dioxide),246
624,Guinea-Bissau,2015,Emissions (thousand metric tons of carbon dioxide),287
624,Guinea-Bissau,2019,Emissions (thousand metric tons of carbon dioxide),332
624,Guinea-Bissau,2020,Emissions (thousand metric tons of carbon dioxide),309
624,Guinea-Bissau,2021,Emissions (thousand metric tons of carbon dioxide),311
624,Guinea-Bissau,1975,Emissions per capita (Kilograms of carbon dioxide),0.2
624,Guinea-Bissau,1985,Emissions per capita (Kilograms of carbon dioxide),0.2
624,Guinea-Bissau,2005,Emissions per capita (Kilograms of carbon dioxide),0.2
624,Guinea-Bissau,2010,Emissions per capita (Kilograms of carbon dioxide),0.2
624,Guinea-Bissau,2015,Emissions per capita (Kilograms of carbon dioxide),0.2
624,Guinea-Bissau,2019,Emissions per capita (Kilograms of carbon dioxide),0.2
624,Guinea-Bissau,2020,Emissions per capita (Kilograms of carbon dioxide),0.2
624,Guinea-Bissau,2021,Emissions per capita (Kilograms of carbon dioxide),0.2
328,Guyana,1975,Emissions (thousand metric tons of carbon dioxide),"1,866"
328,Guyana,1985,Emissions (thousand metric tons of carbon dioxide),"1,444"
328,Guyana,2005,Emissions (thousand metric tons of carbon dioxide),"1,658"
328,Guyana,2010,Emissions (thousand metric tons of carbon dioxide),"1,929"
328,Guyana,2015,Emissions (thousand metric tons of carbon dioxide),"2,006"
328,Guyana,2019,Emissions (thousand metric tons of carbon dioxide),"2,635"
328,Guyana,2020,Emissions (thousand metric tons of carbon dioxide),"2,741"
328,Guyana,2021,Emissions (thousand metric tons of carbon dioxide),"3,261"
328,Guyana,1975,Emissions per capita (Kilograms of carbon dioxide),2.5
328,Guyana,1985,Emissions per capita (Kilograms of carbon dioxide),1.9
328,Guyana,2005,Emissions per capita (Kilograms of carbon dioxide),2.2
328,Guyana,2010,Emissions per capita (Kilograms of carbon dioxide),2.6
328,Guyana,2015,Emissions per capita (Kilograms of carbon dioxide),2.7
328,Guyana,2019,Emissions per capita (Kilograms of carbon dioxide),3.3
328,Guyana,2020,Emissions per capita (Kilograms of carbon dioxide),3.4
328,Guyana,2021,Emissions per capita (Kilograms of carbon dioxide),4.1
332,Haiti,1975,Emissions (thousand metric tons of carbon dioxide),414
332,Haiti,1985,Emissions (thousand metric tons of carbon dioxide),811
332,Haiti,2005,Emissions (thousand metric tons of carbon dioxide),"1,647"
332,Haiti,2010,Emissions (thousand metric tons of carbon dioxide),"2,077"
332,Haiti,2015,Emissions (thousand metric tons of carbon dioxide),"2,651"
332,Haiti,2019,Emissions (thousand metric tons of carbon dioxide),"3,082"
332,Haiti,2020,Emissions (thousand metric tons of carbon dioxide),"3,192"
332,Haiti,2021,Emissions (thousand metric tons of carbon dioxide),"3,440"
332,Haiti,1975,Emissions per capita (Kilograms of carbon dioxide),0.1
332,Haiti,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
332,Haiti,2005,Emissions per capita (Kilograms of carbon dioxide),0.2
332,Haiti,2010,Emissions per capita (Kilograms of carbon dioxide),0.2
332,Haiti,2015,Emissions per capita (Kilograms of carbon dioxide),0.3
332,Haiti,2019,Emissions per capita (Kilograms of carbon dioxide),0.3
332,Haiti,2020,Emissions per capita (Kilograms of carbon dioxide),0.3
332,Haiti,2021,Emissions per capita (Kilograms of carbon dioxide),0.3
340,Honduras,1975,Emissions (thousand metric tons of carbon dioxide),"1,535"
340,Honduras,1985,Emissions (thousand metric tons of carbon dioxide),"1,765"
340,Honduras,2005,Emissions (thousand metric tons of carbon dioxide),"6,466"
340,Honduras,2010,Emissions (thousand metric tons of carbon dioxide),"7,552"
340,Honduras,2015,Emissions (thousand metric tons of carbon dioxide),"9,803"
340,Honduras,2019,Emissions (thousand metric tons of carbon dioxide),"10,634"
340,Honduras,2020,Emissions (thousand metric tons of carbon dioxide),"9,036"
340,Honduras,2021,Emissions (thousand metric tons of carbon dioxide),"9,631"
340,Honduras,1975,Emissions per capita (Kilograms of carbon dioxide),0.5
340,Honduras,1985,Emissions per capita (Kilograms of carbon dioxide),0.4
340,Honduras,2005,Emissions per capita (Kilograms of carbon dioxide),0.9
340,Honduras,2010,Emissions per capita (Kilograms of carbon dioxide),0.9
340,Honduras,2015,Emissions per capita (Kilograms of carbon dioxide),1.1
340,Honduras,2019,Emissions per capita (Kilograms of carbon dioxide),1.1
340,Honduras,2020,Emissions per capita (Kilograms of carbon dioxide),0.9
340,Honduras,2021,Emissions per capita (Kilograms of carbon dioxide),0.9
348,Hungary,1975,Emissions (thousand metric tons of carbon dioxide),"73,985"
348,Hungary,1985,Emissions (thousand metric tons of carbon dioxide),"85,198"
348,Hungary,2005,Emissions (thousand metric tons of carbon dioxide),"55,235"
348,Hungary,2010,Emissions (thousand metric tons of carbon dioxide),"47,736"
348,Hungary,2015,Emissions (thousand metric tons of carbon dioxide),"41,926"
348,Hungary,2019,Emissions (thousand metric tons of carbon dioxide),"44,763"
348,Hungary,2020,Emissions (thousand metric tons of carbon dioxide),"42,914"
348,Hungary,2021,Emissions (thousand metric tons of carbon dioxide),"44,171"
348,Hungary,1975,Emissions per capita (Kilograms of carbon dioxide),7
348,Hungary,1985,Emissions per capita (Kilograms of carbon dioxide),8.1
348,Hungary,2005,Emissions per capita (Kilograms of carbon dioxide),5.5
348,Hungary,2010,Emissions per capita (Kilograms of carbon dioxide),4.8
348,Hungary,2015,Emissions per capita (Kilograms of carbon dioxide),4.3
348,Hungary,2019,Emissions per capita (Kilograms of carbon dioxide),4.6
348,Hungary,2020,Emissions per capita (Kilograms of carbon dioxide),4.4
348,Hungary,2021,Emissions per capita (Kilograms of carbon dioxide),4.5
352,Iceland,1975,Emissions (thousand metric tons of carbon dioxide),"1,581"
352,Iceland,1985,Emissions (thousand metric tons of carbon dioxide),"1,626"
352,Iceland,2005,Emissions (thousand metric tons of carbon dioxide),"2,210"
352,Iceland,2010,Emissions (thousand metric tons of carbon dioxide),"1,955"
352,Iceland,2015,Emissions (thousand metric tons of carbon dioxide),"2,030"
352,Iceland,2019,Emissions (thousand metric tons of carbon dioxide),"1,679"
352,Iceland,2020,Emissions (thousand metric tons of carbon dioxide),"1,473"
352,Iceland,2021,Emissions (thousand metric tons of carbon dioxide),"1,656"
352,Iceland,1975,Emissions per capita (Kilograms of carbon dioxide),7.3
352,Iceland,1985,Emissions per capita (Kilograms of carbon dioxide),6.7
352,Iceland,2005,Emissions per capita (Kilograms of carbon dioxide),7.4
352,Iceland,2010,Emissions per capita (Kilograms of carbon dioxide),6.1
352,Iceland,2015,Emissions per capita (Kilograms of carbon dioxide),6.1
352,Iceland,2019,Emissions per capita (Kilograms of carbon dioxide),4.7
352,Iceland,2020,Emissions per capita (Kilograms of carbon dioxide),4
352,Iceland,2021,Emissions per capita (Kilograms of carbon dioxide),4.5
356,India,1975,Emissions (thousand metric tons of carbon dioxide),"247,615"
356,India,1985,Emissions (thousand metric tons of carbon dioxide),"413,720"
356,India,2005,Emissions (thousand metric tons of carbon dioxide),"1,178,844"
356,India,2010,Emissions (thousand metric tons of carbon dioxide),"1,633,913"
356,India,2015,Emissions (thousand metric tons of carbon dioxide),"2,208,434"
356,India,2019,Emissions (thousand metric tons of carbon dioxide),"2,483,765"
356,India,2020,Emissions (thousand metric tons of carbon dioxide),"2,210,855"
356,India,2021,Emissions (thousand metric tons of carbon dioxide),"2,441,564"
356,India,1975,Emissions per capita (Kilograms of carbon dioxide),0.4
356,India,1985,Emissions per capita (Kilograms of carbon dioxide),0.5
356,India,2005,Emissions per capita (Kilograms of carbon dioxide),1
356,India,2010,Emissions per capita (Kilograms of carbon dioxide),1.3
356,India,2015,Emissions per capita (Kilograms of carbon dioxide),1.7
